Cell_Key	Manual_Form	Cell_Status	Confidence	Review_Method	Reviewer	Notes
S076_RDG	pʰul gobʰi	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.27; printed p.23; source-order item S076 cauliflower; list A. Rabha / Rongdani; left table; internal space, both aspirations, and source's double-storey g visibly confirmed
S076_MTR	pʰul gobi	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.27; printed p.23; source-order item S076 cauliflower; list B. Rabha / Maituri; left table; initial aspiration, internal space, and source's double-storey g visibly confirmed
S077_RDG	bɑnd gobʰi	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.27; printed p.23; source-order item S077 cabbage; list A. Rabha / Rongdani; left table; initial open back vowel, internal space, source's double-storey g, and aspiration visibly confirmed
S077_MTR	bənd gobi	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.27; printed p.23; source-order item S077 cabbage; list B. Rabha / Maituri; left table; initial schwa, internal space, and source's double-storey g visibly confirmed
S078_RDG	belti bɑntʰok̚	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.27; printed p.23; source-order item S078 tomato; list A. Rabha / Rongdani; left table; internal space, aspiration, and final unreleased mark visibly confirmed
S078_MTR	teŋɑ bɑjgun	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.27; printed p.23; source-order item S078 tomato; list B. Rabha / Maituri; left table; engma, internal space, baseline j, source's double-storey g, and final n visibly confirmed
S079_RDG	tʰutʃ̑i	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.27; printed p.23; source-order item S079 oil; list A. Rabha / Rongdani; right table; aspiration and source's small inverted breve on ʃ visibly confirmed
S079_MTR	tʰotʃ̑i	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.27; printed p.23; source-order item S079 oil; list B. Rabha / Maituri; right table; aspiration, medial vowel, and source's small inverted breve on ʃ visibly confirmed
S080_RDG	kʰɑɾi	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.27; printed p.23; source-order item S080 salt; list A. Rabha / Rongdani; right table; aspiration, open back vowel, and medial tap visibly confirmed
S080_MTR	sum	attested	high	manual visual transcription from 1200-dpi rendered source image; OCR/PDF text used only to locate table cells and never to supply or verify readings	OpenAI Codex	physical PDF p.27; printed p.23; source-order item S080 salt; list B. Rabha / Maituri; right table; all segments visibly confirmed
