Snapshot_Date,Unit_ID,Region,PDF_Page,Printed_Page,Locator,Raw_Form,Raw_Gloss,Raw_Context,Status,Reason,Final_Form,Final_Gloss,Final_Phonemic,Final_Tags,Emitted_Key,Merged_Into,Source,Record_SHA256
2026-08-25,t3:voiced:palatal,t3,13,9,"p. 9, table 3",/dʑɪb/,tongue,voice=voiced; place=palatal,installed,read from the PDF text layer and installed unchanged,ǰib,tongue,dʑɪb,,hultman2023kalkoti:t3:voiced:palatal,,"hultman2023kalkoti[p. 9, table 3]",4d61cf7fe949cc926ba9b9c6cc00431c0c2f19a8a1536ef922ae5b8fb01b3dd5
2026-08-25,t3:voiced:velar,t3,13,9,"p. 9, table 3",/gɑːɳ/,why,voice=voiced; place=velar,installed,read from the PDF text layer and installed unchanged,gaaṇ,why,gɑːɳ,,hultman2023kalkoti:t3:voiced:velar,,"hultman2023kalkoti[p. 9, table 3]",e0c54ad1678cb882ba00f08a443153d7d94615c97faecb8ef97052655232c503
2026-08-25,t4:1,t4,15,11,"p. 11, table 4",qisä,story,donor=Pashto ﻪﺼﻗ (qisa); phoneme=/q/,installed,read from the PDF text layer and installed unchanged,qisä,story,,loanword,hultman2023kalkoti:t4:1,,"hultman2023kalkoti[p. 11, table 4]",7814050f7277bc558f21b080f5ce3514809be0bb4efdf0ae40d608f5d9724166
2026-08-25,t4:2,t4,15,11,"p. 11, table 4",muqa,occasion,donor=Pashto ﻊﻗﻮﻣ (mauqa),installed,read from the PDF text layer and installed unchanged,muqa,occasion,,loanword,hultman2023kalkoti:t4:2,,"hultman2023kalkoti[p. 11, table 4]",0c96b65848b4ab4f36bec92e07805202e7ecea58c9e1fd250e37cbbd0f2f420b
2026-08-25,t4:3,t4,15,11,"p. 11, table 4",sabaq,lesson,donor=Pashto ﻖﺒﺳ (sabaq),installed,read from the PDF text layer and installed unchanged,sabaq,lesson,,loanword,hultman2023kalkoti:t4:3,,"hultman2023kalkoti[p. 11, table 4]",20d54675b406e4cda4dfc475597c780c3f09102cf8b9d28eb00530201381af9f
2026-08-25,t4:4,t4,15,11,"p. 11, table 4",tsaaq,thief,donor=Gawri tsak; phoneme=/ts/,installed,read from the PDF text layer and installed unchanged,tsaaq,thief,,loanword,hultman2023kalkoti:t4:4,,"hultman2023kalkoti[p. 11, table 4]",c5ce4c9efb7a35078098d13c69c8f31426e2b7b998981a26b8c6267ba14464e3
2026-08-25,t4:5,t4,15,11,"p. 11, table 4",mätsin,fish,donor=Gawri mätsin,installed,read from the PDF text layer and installed unchanged,mätsin,fish,,loanword,hultman2023kalkoti:t4:5,,"hultman2023kalkoti[p. 11, table 4]",f0766f3ea990d5ec6d5b9c43f72091e18bf8e8c2a7fefb9b1d48b27622f5b720
2026-08-25,t4:6,t4,15,11,"p. 11, table 4",fuṭú,photo,donor=English photo; phoneme=/f/,installed,read from the PDF text layer and installed unchanged,fuṭú,photo,,loanword,hultman2023kalkoti:t4:6,,"hultman2023kalkoti[p. 11, table 4]",aa69af40cfde25a7319c1470522277dab235ff6603c34b236c6f67b75ddfa374
2026-08-25,t4:7,t4,15,11,"p. 11, table 4",sirif,"only, merely",donor=Pashto فﺮﺻ (sirf ),installed,read from the PDF text layer and installed unchanged,sirif,"only, merely",,loanword,hultman2023kalkoti:t4:7,,"hultman2023kalkoti[p. 11, table 4]",501e3b9256c2b9657a072883dfaa040fb656073abc1c11f8217641a29f87a8c3
2026-08-25,t4:8,t4,15,11,"p. 11, table 4",xušaal,"happy, content",donor=Pashto لﺎﺷﻮﺧ (xušaal); phoneme=/x/,installed,read from the PDF text layer and installed unchanged,xušaal,"happy, content",,loanword,hultman2023kalkoti:t4:8,,"hultman2023kalkoti[p. 11, table 4]",ee0dbc840a64a6350365093de00987fe52e26028ade189669f8afa12fdecd8b2
2026-08-25,t4:9,t4,15,11,"p. 11, table 4",wax,time,donor=Pashto ﺖﺧو (waxt),installed,read from the PDF text layer and installed unchanged,wax,time,,loanword,hultman2023kalkoti:t4:9,,"hultman2023kalkoti[p. 11, table 4]",075849daa190e416f55912775103d547c6b89569134170054941a7c81c2bbd8c
2026-08-25,t4:10,t4,15,11,"p. 11, table 4",zímidaar,farmer,donor=Gawri zimidaar; phoneme=/z/,installed,read from the PDF text layer and installed unchanged,zímidaar,farmer,,loanword,hultman2023kalkoti:t4:10,,"hultman2023kalkoti[p. 11, table 4]",461d7d9cc65e65ac761f7013cf06594d3e3ea7fdc3525177dbba45cad1c2cdb4
2026-08-25,t4:11,t4,15,11,"p. 11, table 4",bázaar,market,donor=Pashto رازﺎﺑ (baazaar),installed,read from the PDF text layer and installed unchanged,bázaar,market,,loanword,hultman2023kalkoti:t4:11,,"hultman2023kalkoti[p. 11, table 4]",39b3b80b754a1d795cdaa013c60968a56e0301edc6dd7a605e12a9e0f0bea7e4
2026-08-25,t4:12,t4,15,11,"p. 11, table 4",meez,table,donor=Pashto ﺰﯧﻣ (mez),installed,read from the PDF text layer and installed unchanged,meez,table,,loanword,hultman2023kalkoti:t4:12,,"hultman2023kalkoti[p. 11, table 4]",321488439119a9b48044856b0fab7fa959c5e415321e35b79ea2483a2a56a205
2026-08-25,t4:13,t4,15,11,"p. 11, table 4",ġalti,mistake,donor=Pashto ﻲﻄﻠﻏ (ġalati); phoneme=/ɣ/,installed,read from the PDF text layer and installed unchanged,ġalti,mistake,,loanword,hultman2023kalkoti:t4:13,,"hultman2023kalkoti[p. 11, table 4]",c1176f5aadf7003e5751c83c3f52bca1049cea49bb3cf7508f2bdd981b0d78e2
2026-08-25,t4:14,t4,15,11,"p. 11, table 4",naruġ,sick,donor=Pashto غورﺎﻧ (naaroġ),installed,read from the PDF text layer and installed unchanged,naruġ,sick,,loanword,hultman2023kalkoti:t4:14,,"hultman2023kalkoti[p. 11, table 4]",6ece64b8e668823d5700bd7dd6987ffc4b770a64f941c1ba3ac3ef6bb612ab1e
2026-08-25,t5:1,t5,15,11,"p. 11, table 5",in,is,donor=Palula hin,installed,read from the PDF text layer and installed unchanged,in,is,,,hultman2023kalkoti:t5:1,,"hultman2023kalkoti[p. 11, table 5]",6434aeeeda3471a374e4a452c6b20029a633d25e2e1df89954ddadb4d2da7e36
2026-08-25,t5:2,t5,15,11,"p. 11, table 5",ä̀sil,laugh.pfv,donor=Palula hansíl-,installed,read from the PDF text layer and installed unchanged,ä̀sil,laugh,,pfv verb,hultman2023kalkoti:t5:2,,"hultman2023kalkoti[p. 11, table 5]",6864107e3abeb65ea194a1b32e6687f0449db8c7b90be49f86c37280f2c281a6
2026-08-25,t5:3,t5,15,11,"p. 11, table 5",ìm,snow,donor=Gawri him,installed,read from the PDF text layer and installed unchanged,ìm,snow,,,hultman2023kalkoti:t5:3,,"hultman2023kalkoti[p. 11, table 5]",77bd862d33f108334c512d6490649cce11c62e0efed1a0c733287d707e0fde0e
2026-08-25,t5:4,t5,15,11,"p. 11, table 5",ukumat,government,donor=Urdu hukūmat,installed,read from the PDF text layer and installed unchanged,ukumat,government,,,hultman2023kalkoti:t5:4,,"hultman2023kalkoti[p. 11, table 5]",368f4f609ee8833ec1a2b840b69f5d46c56dec911661e21733001d123382a2ec
2026-08-25,t5:5,t5,15,11,"p. 11, table 5",xär,every,donor=Palula har; uncertain=yes,installed,read from the PDF text layer and installed unchanged,xär,every,,uncertain,hultman2023kalkoti:t5:5,,"hultman2023kalkoti[p. 11, table 5]",6104d1e0b9cd10ecb30aed46de7a1b9d4a0276447754ddefedafdacec9d85765
2026-08-25,t6:1:kalkoti,t6,16,12,"p. 12, table 6",dra,brother,column=kalkoti,installed,read from the PDF text layer and installed unchanged,dra,brother,,,hultman2023kalkoti:t6:1:kalkoti,,"hultman2023kalkoti[p. 12, table 6]",620294c0e78bf27a28180089a6fad24cbc8989feb6a0084353e988161b7eb4a8
2026-08-25,t6:2:kalkoti,t6,16,12,"p. 12, table 6",driṣ,see.pfv,column=kalkoti,installed,read from the PDF text layer and installed unchanged,driṣ,see,,pfv verb,hultman2023kalkoti:t6:2:kalkoti,,"hultman2023kalkoti[p. 12, table 6]",2db2cad462cff2a3a00d7780fa77ad6e73fbe9a334944f7453a37f565942d9a4
2026-08-25,t6:3:kalkoti,t6,16,12,"p. 12, table 6",draám,village,column=kalkoti,installed,read from the PDF text layer and installed unchanged,draám,village,,,hultman2023kalkoti:t6:3:kalkoti,,"hultman2023kalkoti[p. 12, table 6]",d2109f98be4bd96329d979f05bdb6ca167af53da2113450d61d6518aa7446364
2026-08-25,t6:4:kalkoti,t6,16,12,"p. 12, table 6",traač,guest,column=kalkoti,installed,read from the PDF text layer and installed unchanged,traač,guest,,,hultman2023kalkoti:t6:4:kalkoti,,"hultman2023kalkoti[p. 12, table 6]",fb14fefb29c583f89422fa862f007b86eec138103b012811cf686ff626d495e6
2026-08-25,t6:5:kalkoti,t6,16,12,"p. 12, table 6",traa,three,column=kalkoti,installed,read from the PDF text layer and installed unchanged,traa,three,,,hultman2023kalkoti:t6:5:kalkoti,,"hultman2023kalkoti[p. 12, table 6]",96acb8a3245f72caf3c9cbc07493de2667608c0da70e6eaa4828d52f3e0fc9fe
2026-08-25,t6:6:kalkoti,t6,16,12,"p. 12, table 6",traam,work,column=kalkoti,installed,read from the PDF text layer and installed unchanged,traam,work,,,hultman2023kalkoti:t6:6:kalkoti,,"hultman2023kalkoti[p. 12, table 6]",7a943001e14baf0a105c3c84f3069cef43a32c6cfa8464a3daa2e511114e6b55
2026-08-25,t9:1:kalkoti,t9,20,16,"p. 16, table 9",daan,tooth,column=kalkoti,installed,read from the PDF text layer and installed unchanged,daan,tooth,,,hultman2023kalkoti:t9:1:kalkoti,,"hultman2023kalkoti[p. 16, table 9]",292af25f49270d18df8af062c9e64160c5622c5be1424eacf753cb4a8bf140ee
2026-08-25,t9:2:kalkoti,t9,20,16,"p. 16, table 9",raat,blood,column=kalkoti,installed,read from the PDF text layer and installed unchanged,raat,blood,,,hultman2023kalkoti:t9:2:kalkoti,,"hultman2023kalkoti[p. 16, table 9]",8449ac4c08183366a7079560c4d011b55216faab8bd28c4d753b203390ec4674
2026-08-25,t9:3:kalkoti,t9,20,16,"p. 16, table 9",čoor,four,column=kalkoti,installed,read from the PDF text layer and installed unchanged,čoor,four,,,hultman2023kalkoti:t9:3:kalkoti,,"hultman2023kalkoti[p. 16, table 9]",0b0320a98b61e9851e1285a450f5b3e4bdac2a0642e340359d33d533ec91c0a3
2026-08-25,t9:4:kalkoti,t9,20,16,"p. 16, table 9",bii,seed,column=kalkoti,installed,read from the PDF text layer and installed unchanged,bii,seed,,,hultman2023kalkoti:t9:4:kalkoti,,"hultman2023kalkoti[p. 16, table 9]",fdba1f88309b141e201f56cbeb638103a2346d02e2a40a84da2743007f7ce477
2026-08-25,t9:5:kalkoti,t9,20,16,"p. 16, table 9",ṣiṣ,head,column=kalkoti,installed,read from the PDF text layer and installed unchanged,ṣiṣ,head,,,hultman2023kalkoti:t9:5:kalkoti,,"hultman2023kalkoti[p. 16, table 9]",5dc798638915a8ba46e601c6dfdfd2e9205c0ca506097a7ace5de037fd122004
2026-08-25,t9:6:kalkoti,t9,20,16,"p. 16, table 9",šáak,wood,column=kalkoti,installed,read from the PDF text layer and installed unchanged,šáak,wood,,,hultman2023kalkoti:t9:6:kalkoti,,"hultman2023kalkoti[p. 16, table 9]",f585a6e1ace2edfca61bcad7e394a0ebeea9962e88d156af832cba92facb0318
2026-08-25,t9:7:kalkoti,t9,20,16,"p. 16, table 9",púu,boy,column=kalkoti,installed,read from the PDF text layer and installed unchanged,púu,boy,,,hultman2023kalkoti:t9:7:kalkoti,,"hultman2023kalkoti[p. 16, table 9]",f398b84dbdd3795ce3e9826bd893dd3dbde230dfd039a847148bbf3cfbfb0dff
2026-08-25,t9:8:kalkoti,t9,20,16,"p. 16, table 9",róo,"song, music",column=kalkoti,installed,read from the PDF text layer and installed unchanged,róo,"song, music",,,hultman2023kalkoti:t9:8:kalkoti,,"hultman2023kalkoti[p. 16, table 9]",0dcd1be77b7a509ebcbc7c125f349a63e0af38fcd0fdf9aaeac763de22578c26
2026-08-25,t9:9:kalkoti,t9,20,16,"p. 16, table 9",taár,star,column=kalkoti,installed,read from the PDF text layer and installed unchanged,taár,star,,,hultman2023kalkoti:t9:9:kalkoti,,"hultman2023kalkoti[p. 16, table 9]",72d2bfc23c4e262f163674b25c0235e76af7d80257789ead859e160cb01cf3a4
2026-08-25,t9:10:kalkoti,t9,20,16,"p. 16, table 9",deéd,father’s mother,column=kalkoti,installed,read from the PDF text layer and installed unchanged,deéd,father's mother,,,hultman2023kalkoti:t9:10:kalkoti,,"hultman2023kalkoti[p. 16, table 9]",b5e17562deb5a6a6ea507ee8cbe4d31078abd0f2978ee089a7f598de4ae43b24
2026-08-25,t9:11:kalkoti,t9,20,16,"p. 16, table 9",yeé,mother,column=kalkoti,installed,read from the PDF text layer and installed unchanged,yeé,mother,,,hultman2023kalkoti:t9:11:kalkoti,,"hultman2023kalkoti[p. 16, table 9]",33a9367700235dc752660f1ccd5abc7c96528ed8cff7000a13cba4504fad2452
2026-08-25,t9:12:kalkoti,t9,20,16,"p. 16, table 9",dríg,long,column=kalkoti,installed,read from the PDF text layer and installed unchanged,dríg,long,,,hultman2023kalkoti:t9:12:kalkoti,,"hultman2023kalkoti[p. 16, table 9]",c746a4684aa5fe353be01092dbcc45392e2292b463ca3370b605ef8c4b58e96e
2026-08-25,t9:13:kalkoti,t9,20,16,"p. 16, table 9",meéš,man,column=kalkoti,installed,read from the PDF text layer and installed unchanged,meéš,man,,,hultman2023kalkoti:t9:13:kalkoti,,"hultman2023kalkoti[p. 16, table 9]",472dd9fcdf02114428adaebdcbf2270f039857b5cff90337559d8049d57bf7f4
2026-08-25,t10:1:kalkoti,t10,22,18,"p. 18, table 10",bùun,(he) becomes,column=kalkoti,installed,read from the PDF text layer and installed unchanged,bùun,(he) becomes,,,hultman2023kalkoti:t10:1:kalkoti,,"hultman2023kalkoti[p. 18, table 10]",fb433eae1c2faa3d48503e26b9ff025d5f7556fd0101cabefecb310a5d4edcd3
2026-08-25,t10:2:kalkoti,t10,22,18,"p. 18, table 10",dä̀rin,ground,column=kalkoti,installed,read from the PDF text layer and installed unchanged,dä̀rin,ground,,,hultman2023kalkoti:t10:2:kalkoti,,"hultman2023kalkoti[p. 18, table 10]",41714aa4bb74d055e80d338d77cf955b7a004bfbc9b3a378198c28d3a365a1c4
2026-08-25,t10:3:kalkoti,t10,22,18,"p. 18, table 10",ḍä̀är,belly,column=kalkoti,installed,read from the PDF text layer and installed unchanged,ḍä̀är,belly,,,hultman2023kalkoti:t10:3:kalkoti,,"hultman2023kalkoti[p. 18, table 10]",25039c0032a62af64efc5c54942a8c49f52ba95d0f2e4d0da12af9047dd312b7
2026-08-25,t10:4:kalkoti,t10,22,18,"p. 18, table 10",ǰä̀gär,liver,column=kalkoti,installed,read from the PDF text layer and installed unchanged,ǰä̀gär,liver,,,hultman2023kalkoti:t10:4:kalkoti,,"hultman2023kalkoti[p. 18, table 10]",12cd1a7b0aa9c76182efda15729bb7a83c1d9702fa7ffe823f6c38599401aa5c
2026-08-25,t10:5:kalkoti,t10,22,18,"p. 18, table 10",gìin,"(he) took, got",column=kalkoti,installed,read from the PDF text layer and installed unchanged,gìin,"(he) took, got",,,hultman2023kalkoti:t10:5:kalkoti,,"hultman2023kalkoti[p. 18, table 10]",cf670cf28c61f18320767f3f65d8d534722589a2eb0ff4d615c6354d029ff31e
2026-08-25,t10:6:kalkoti,t10,22,18,"p. 18, table 10",lùun,salt,column=kalkoti,installed,read from the PDF text layer and installed unchanged,lùun,salt,,,hultman2023kalkoti:t10:6:kalkoti,,"hultman2023kalkoti[p. 18, table 10]",d9dcf1eb71b19a404a0db514cd50f922987274afdab3b05d6c2aeb49930995c8
2026-08-25,t10:7:kalkoti,t10,22,18,"p. 18, table 10",yùun,(he) comes,column=kalkoti,installed,read from the PDF text layer and installed unchanged,yùun,(he) comes,,,hultman2023kalkoti:t10:7:kalkoti,,"hultman2023kalkoti[p. 18, table 10]",f59903aedc02cd28a7782faa2a66d42fc8bd2cdb1cf84d38e38403866f31309b
2026-08-25,t10:8:kalkoti,t10,22,18,"p. 18, table 10",ä̀sil,(he) laughed,column=kalkoti,installed,read from the PDF text layer and installed unchanged,ä̀sil,(he) laughed,,,hultman2023kalkoti:t10:8:kalkoti,,"hultman2023kalkoti[p. 18, table 10]",1ebb3d07b2a09fa64391fc9b919f2ef6ea4f8a66c2a7ba98f504de02c15cd8d5
2026-08-25,t10:9:kalkoti,t10,22,18,"p. 18, table 10",dùúr,far away,column=kalkoti,installed,read from the PDF text layer and installed unchanged,dùúr,far away,,,hultman2023kalkoti:t10:9:kalkoti,,"hultman2023kalkoti[p. 18, table 10]",53f47fa832f96a121a371f8f8a67072e15c057ac44daba97d63c013c27e9886d
2026-08-25,t10:10:kalkoti,t10,22,18,"p. 18, table 10",gòór,horse,column=kalkoti,installed,read from the PDF text layer and installed unchanged,gòór,horse,,,hultman2023kalkoti:t10:10:kalkoti,,"hultman2023kalkoti[p. 18, table 10]",dfae0838a3f68857b40efebb41de375061d22294dd24733351a71587d059cee8
2026-08-25,t12:1:sg,t12,27,23,"p. 23, table 12",meéš,man,column=sg,installed,read from the PDF text layer and installed unchanged,meéš,man,,noun sg,hultman2023kalkoti:t12:1:sg,hultman2023kalkoti:t9:13:kalkoti,"hultman2023kalkoti[p. 23, table 12]",13daa6fd360ca60d24361bd6706a11186e4389b39939ad477cd955501ad28555
2026-08-25,t12:1:pl,t12,27,23,"p. 23, table 12",míšaal,man,column=pl,installed,read from the PDF text layer and installed unchanged,míšaal,man,,noun pl,hultman2023kalkoti:t12:1:pl,,"hultman2023kalkoti[p. 23, table 12]",848dbd1c98dcc364e3ca3b52d3101af2583426a29c1268f2fb3b613272e14b06
2026-08-25,t12:2:sg,t12,27,23,"p. 23, table 12",treer,woman,column=sg,installed,read from the PDF text layer and installed unchanged,treer,woman,,noun sg,hultman2023kalkoti:t12:2:sg,,"hultman2023kalkoti[p. 23, table 12]",6add4d06a6142054bc42858a528e450bef0a6c786db38a2e35471cb6713dfda2
2026-08-25,t12:2:pl,t12,27,23,"p. 23, table 12",triyaal,woman,column=pl,installed,read from the PDF text layer and installed unchanged,triyaal,woman,,noun pl,hultman2023kalkoti:t12:2:pl,,"hultman2023kalkoti[p. 23, table 12]",4f0485cec7c1fee0abec132f09ed4128ae1e61af2f5a5d8f0b7fcdd5d37f9f39
2026-08-25,t12:3:sg,t12,27,23,"p. 23, table 12",púu,boy,column=sg,installed,read from the PDF text layer and installed unchanged,púu,boy,,noun sg,hultman2023kalkoti:t12:3:sg,hultman2023kalkoti:t9:7:kalkoti,"hultman2023kalkoti[p. 23, table 12]",ec56c7361ef7931c8e62508fc032482ab9c04a68a77cc1c1aad29d5a9136f476
2026-08-25,t12:3:pl,t12,27,23,"p. 23, table 12",läḍkúr,boy,column=pl,installed,read from the PDF text layer and installed unchanged,läḍkúr,boy,,noun pl,hultman2023kalkoti:t12:3:pl,,"hultman2023kalkoti[p. 23, table 12]",654e9a3e6cca419791abe624170babaef0b901bc7837cc5299a70ae4103e107f
2026-08-25,t12:4:sg,t12,27,23,"p. 23, table 12",pée,girl,column=sg,installed,read from the PDF text layer and installed unchanged,pée,girl,,noun sg,hultman2023kalkoti:t12:4:sg,,"hultman2023kalkoti[p. 23, table 12]",f18cd2755921ab1d1098f7672ef459363a2d1677e4ae17e5941dcb4326c016bb
2026-08-25,t12:4:pl,t12,27,23,"p. 23, table 12",läḍkír,girl,column=pl,installed,read from the PDF text layer and installed unchanged,läḍkír,girl,,noun pl,hultman2023kalkoti:t12:4:pl,,"hultman2023kalkoti[p. 23, table 12]",e4a9cd154316609a777572c322ff4040585e40ba97ca6771035a120b3d44c99b
2026-08-25,t13:1:sg,t13,29,25,"p. 25, table 13",ḍakṭar,doctor,column=sg,installed,read from the PDF text layer and installed unchanged,ḍakṭar,doctor,,noun loanword sg,hultman2023kalkoti:t13:1:sg,,"hultman2023kalkoti[p. 25, table 13]",58281000282ea1f9922a00def4701fd574a715880e74979cfca2d47f0940e831
2026-08-25,t13:1:pl,t13,29,25,"p. 25, table 13",ḍakṭar-aan,doctor,column=pl,installed,read from the PDF text layer and installed unchanged,ḍakṭaraan,doctor,,noun loanword pl,hultman2023kalkoti:t13:1:pl,,"hultman2023kalkoti[p. 25, table 13]",b0c3a1c6ccb96edaee29cb2a47a7617662cc8c0f76e46c8b7a3d001b83e608b1
2026-08-25,t13:2:sg,t13,29,25,"p. 25, table 13",ingär,blacksmith,column=sg,installed,read from the PDF text layer and installed unchanged,ingär,blacksmith,,noun loanword sg,hultman2023kalkoti:t13:2:sg,,"hultman2023kalkoti[p. 25, table 13]",d4fe60ac99e0e4201eb58cc2d01ce0e503a08f22410a392ed7abe4b1c64018e1
2026-08-25,t13:2:pl,t13,29,25,"p. 25, table 13",ingär-aan,blacksmith,column=pl,installed,read from the PDF text layer and installed unchanged,ingäraan,blacksmith,,noun loanword pl,hultman2023kalkoti:t13:2:pl,,"hultman2023kalkoti[p. 25, table 13]",4da32565c0815e42aa4f86765dc683185b6acad883b8b119196ba5bd51764d5d
2026-08-25,t13:3:sg,t13,29,25,"p. 25, table 13",kitaáb,book,column=sg,installed,read from the PDF text layer and installed unchanged,kitaáb,book,,noun loanword sg,hultman2023kalkoti:t13:3:sg,,"hultman2023kalkoti[p. 25, table 13]",69d136a59e9ab0bc8c7de3d5b369bc7b28afd6af927d44f2fc4e86e4f570a73b
2026-08-25,t13:3:pl,t13,29,25,"p. 25, table 13",kitaáb-uni,book,column=pl,installed,read from the PDF text layer and installed unchanged,kitaábuni,book,,noun loanword pl,hultman2023kalkoti:t13:3:pl,,"hultman2023kalkoti[p. 25, table 13]",1a8c5c02f491bc005d2ec8b4e5f56800ab57cb22ab73ac136e32dbebe95873a3
2026-08-25,t20:1:ipfv,t20,42,38,"p. 38, table 20",b-ùun,become,column=ipfv,installed,read from the PDF text layer and installed unchanged,bùun,become,,verb ipfv,hultman2023kalkoti:t20:1:ipfv,,"hultman2023kalkoti[p. 38, table 20]",7356914d35e0672e1dede778c6871258ed1fdfc6247899df4a38f0795981b9d1
2026-08-25,t20:1:pfv,t20,42,38,"p. 38, table 20",b-ìl,become,column=pfv,installed,read from the PDF text layer and installed unchanged,bìl,become,,verb pfv,hultman2023kalkoti:t20:1:pfv,,"hultman2023kalkoti[p. 38, table 20]",ee1ed8a46ddff90d1362df85476df2bc7191273b1afd0e720a817079764c6fb5
2026-08-25,t20:2:ipfv,t20,42,38,"p. 38, table 20",täl-uun,pour,column=ipfv,installed,read from the PDF text layer and installed unchanged,täluun,pour,,verb ipfv,hultman2023kalkoti:t20:2:ipfv,,"hultman2023kalkoti[p. 38, table 20]",5c41fd37d090b4dc8230b01e6992c6a0ae82877ab1614374901f936e3cfa4621
2026-08-25,t20:2:pfv,t20,42,38,"p. 38, table 20",täl-il,pour,column=pfv,installed,read from the PDF text layer and installed unchanged,tälil,pour,,verb pfv,hultman2023kalkoti:t20:2:pfv,,"hultman2023kalkoti[p. 38, table 20]",75a451078eab05c41a0f6a84bd3e6bc563b97a0c2320bc2784d75792fd450c67
2026-08-25,t20:3:ipfv,t20,42,38,"p. 38, table 20",khus-uun,cough,column=ipfv,installed,read from the PDF text layer and installed unchanged,khusuun,cough,,verb ipfv,hultman2023kalkoti:t20:3:ipfv,,"hultman2023kalkoti[p. 38, table 20]",9729095c58a049371539c5af4e0a73926f9e2ae9389b74c031da5c7b42483be3
