Snapshot_Date,Unit_ID,Parent_Unit_ID,PDF_Page,Printed_Page,Entry_Label,Series,Item_Type,Language,Dialect_Or_Source,Raw_Form,Raw_Gloss,Raw_Status,Raw_Relation,Old_Targets,Resolved_Targets,Final_Status,Final_Language_ID,Final_Parameter_ID,Emitted_Key,Resolution,Agent_Correction,Review,Material_Error,Source,Record_SHA256
2026-08-19,p475:u005:f002,p475:u005,2,475,S25,DEDS,form,Malto,,aḍe,"to bedaub, deface",active,reflex,den2-new:S²5,d348,installed_form,Malto,d348,burrow-emeneau1972den2:p475:u005:f002,current-DEDR target inherited from the same DEN new-entry segment; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'aḍe' reconciled as 'áḍe',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 475, entry S²5]",b7f2bb5b9ed1d25f57757353419dd042632c55a63fd0d1c5916e76b15f69b797
2026-08-19,p475:u006,,2,475,S26,DEDS,record,,,,,,,den2-new:S²6,d370,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 475, entry S²6]",766613a4850d30678ea19d9efd1b851a3b89c6c12d9db39c616b1660ebcc95a1
2026-08-19,p475:u006:f001,p475:u006,2,475,S26,DEDS,form,Tamil,,"ār (-pp-, -tt-)","to fight, make war",active,reflex,den2-new:S²6,d370,installed_form,Tamil,d370,burrow-emeneau1972den2:p475:u006:f001,DEN new entry resolved by exact language-and-form plus unique gloss overlap; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 475, entry S²6]",a21a3d22ee1354a3a598b074237861dcd98d5afd517effd39d0e2ff4ef1796e3
2026-08-19,p475:u006:f002,p475:u006,2,475,S26,DEDS,form,Tamil,,ārppu,battle,active,derived,den2-new:S²6,d370,installed_form,Tamil,d370,burrow-emeneau1972den2:p475:u006:f002,DEN new entry resolved by exact language-and-form plus unique gloss overlap; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 475, entry S²6]",ac44db9cb8ce515bcf9e5d348f97a31e6710b4443e01581f0f7473c7eaff7499
2026-08-19,p475:u006:f003,p475:u006,2,475,S26,DEDS,form,Kolami,SR,arpalipeṇ,to attack,active,reflex,den2-new:S²6,d370,installed_form,Kolami,d370,burrow-emeneau1972den2:p475:u006:f003,DEN new entry resolved by unique diacritic-insensitive language-and-form corroboration; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'arpalipeṇ' reconciled as 'arpalīpeŋ',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 475, entry S²6]",9f4c8278db417882833bff5cf0114c95b191b04bd84f3fb212ac58fd6c550921
2026-08-19,p475:u007,,2,475,S27,DEDS,record,,,,,,,den2-new:S²7,d417,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 475, entry S²7]",ccc2fcaada99f04e790c2da48744c8b366b25dc53fab62d59f54dc98dabb6929
2026-08-19,p475:u007:f001,p475:u007,2,475,S27,DEDS,form,Tamil,,ikulai,"woman's confidante; kindred, friendship",active,reflex,den2-new:S²7,d417,installed_form,Tamil,d417,burrow-emeneau1972den2:p475:u007:f001,DEN new entry resolved by unique diacritic-insensitive language-and-form corroboration; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'ikulai' reconciled as 'ikuḷai',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 475, entry S²7]",d17d0612876550bc2f6632329f5268ea8c6c8f74b48c3f62af186bd5bf26ce8a
2026-08-19,p475:u007:f002,p475:u007,2,475,S27,DEDS,form,Kuwi,Mah.,iguya,mother's younger sister,active,reflex,den2-new:S²7,d417,installed_form,Kuwi,d417,burrow-emeneau1972den2:p475:u007:f002,DEN new entry resolved by unique diacritic-insensitive language-and-form corroboration; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'iguya' reconciled as 'iguyā',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 475, entry S²7]",e65ccaeeeaacab447fd8cd5ddfa688a169a64d24d64cebf6b1926eb3cd37421f
2026-08-19,p475:u007:f003,p475:u007,2,475,S27,DEDS,form,Kuwi,Mah.,iguva,father's younger brother,active,reflex,den2-new:S²7,d417,installed_form,Kuwi,d417,burrow-emeneau1972den2:p475:u007:f003,DEN new entry resolved by unique diacritic-insensitive language-and-form corroboration; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'iguva' reconciled as 'iguvā',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 475, entry S²7]",c61a2cfc63e78f627e5cc4ff933daa8e7129e650fc213bea303a6e5b7fa2be8e
2026-08-19,p475:u008,,2,475,S28,DEDS,record,,,,,,,den2-new:S²8,d452,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 475, entry S²8]",f57657640d6267dc5a5e5b87769e56710ea2d754beb4c1995b0378cba61b3f55
2026-08-19,p475:u008:f001,p475:u008,2,475,S28,DEDS,form,Kolami,Kin.,irp,wall,active,reflex,den2-new:S²8,d452,installed_form,kinwat,d452,burrow-emeneau1972den2:p475:u008:f001,DEN new entry resolved by unique diacritic-insensitive language-and-form corroboration; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'irp' reconciled as 'iṛp',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 475, entry S²8]",87b3cae6216258b8bf41920ac255a5645787e83d229d19ca7a159d9bdcd381f7
2026-08-19,p475:u008:f002,p475:u008,2,475,S28,DEDS,form,Gondi,Mu.,ḍipi,mud-wall,active,reflex,den2-new:S²8,d452,unreconciled_transcription,muria,d452,,current-DEDR target inherited from the same DEN new-entry segment; agent transcription lacks a unique exact or diacritic-insensitive current-DEDR corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 475, entry S²8]",b0395c8a567a99dfbb10b574bcc36f2128930784df90c3a6e72aa6bc76dbc0f5
2026-08-19,p475:u009,,2,475,S29,DEDS,record,,,,,,,den2-new:S²9,d481,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 475, entry S²9]",e6e6223866be4e04c41810d6cc050631eb595801b7c52b281091be4314ae0bf1
2026-08-19,p475:u009:f001,p475:u009,2,475,S29,DEDS,form,Tamil,,iru,"great, spacious, vast",active,reflex,den2-new:S²9,d481,installed_form,Tamil,d481,burrow-emeneau1972den2:p475:u009:f001,DEN new entry resolved by exact language-and-form plus unique gloss overlap; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 475, entry S²9]",93562bce5f305279aa06c05a315a2a80962d7269e3808564f0778cf612491bb0
2026-08-19,p475:u009:f002,p475:u009,2,475,S29,DEDS,form,Telugu,,"inu, in",,active,reflex,den2-new:S²9,d481,unreconciled_transcription,Telugu,d481,,current-DEDR target inherited from the same DEN new-entry segment; agent transcription lacks a unique exact or diacritic-insensitive current-DEDR corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 475, entry S²9]",45e3eb690e4232297b56cb72002624434a3b95edcb00b707903d2d2c3f29396a
2026-08-19,p475:u009:f003,p475:u009,2,475,S29,DEDS,form,Telugu,,inumikkili,"very much, very great",active,derived,den2-new:S²9,d481,installed_form,Telugu,d481,burrow-emeneau1972den2:p475:u009:f003,DEN new entry resolved by exact language-and-form corroboration; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 475, entry S²9]",fea6f013f83f1823a9b90e0726c210a244480ed962b941db5e7a305ff7f35c7d
2026-08-19,p475:u010,,2,475,S29A,DEDS,record,,,,,,,den2-new:S²9A,d500,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 475, entry S²9A]",cdc7b013c21984bf039820c3f32d6babc19039baeb2cf5b2892df2dcf1634b84
2026-08-19,p475:u010:f001,p475:u010,2,475,S29A,DEDS,form,Tamil,,ivuli,horse,active,reflex,den2-new:S²9A,d500,installed_form,Tamil,d500,burrow-emeneau1972den2:p475:u010:f001,DEN new entry resolved by unique diacritic-insensitive language-and-form corroboration; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'ivuli' reconciled as 'ivuḷi',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 475, entry S²9A]",6a40b166c751d2ea088d9f2d44231b42f02545615ab39e4d5c93647f0b74eb73
2026-08-19,p475:u010:f002,p475:u010,2,475,S29A,DEDS,form,Brahui,,hulli,horse,active,reflex,den2-new:S²9A,d500,unreconciled_transcription,Brahui,d500,,current-DEDR target inherited from the same DEN new-entry segment; agent transcription lacks a unique exact or diacritic-insensitive current-DEDR corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 475, entry S²9A]",9edeb3463707e738712ed047675ae01d2507d554e56584ad0b07a55b9a82f96a
2026-08-19,p475:u011,,2,475,S210,DEDS,record,,,,,,,den2-new:S²10,d744,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 475, entry S²10]",bf7088e43626364d1bcdfbb3dd4f0e2826d0d26229574bb6abd2796e044f2291
2026-08-19,p475:u011:f001,p475:u011,2,475,S210,DEDS,form,Kannada,"Tiptur, LSB 18.16",udra,smoke to drive off mosquitoes,active,reflex,den2-new:S²10,d744,installed_form,tiptur,d744,burrow-emeneau1972den2:p475:u011:f001,DEN new entry resolved by unique diacritic-insensitive language-and-form corroboration; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'udra' reconciled as 'ūdra',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 475, entry S²10]",434d3bf664cc36f72141cb5f5a829efc4303c3094ef84bc98c1d9a40dda51843
2026-08-19,p475:u011:f002,p475:u011,2,475,S210,DEDS,form,Telugu,,uidara,smoke used to drive out or kill an animal or to ripen fruit,active,reflex,den2-new:S²10,d744,unreconciled_transcription,Telugu,d744,,current-DEDR target inherited from the same DEN new-entry segment; agent transcription lacks a unique exact or diacritic-insensitive current-DEDR corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 475, entry S²10]",bc198438c26936448bd11b98bf03b7a4f42667a320ac2d464b8db59f4fc6c610
2026-08-19,p475:u012,,2,475,S211,DEDS,record,,,,,,,den2-new:S²11,,raw_segment_audited,,,,structured raw segment retained in audit; 0 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 475, entry S²11]",d4232aac4f458fa18cab4e9ca803c4cb5d601cd500b410bdc4a5a46b555df4e7
2026-08-19,p475:u012:f001,p475:u012,2,475,S211,DEDS,form,Kurukh,,"endekhna, endkha'ana",to remove the outer envelope from a fruit; clean and trim vegetables,active,reflex,den2-new:S²11,,unresolved_target,Kurux,,,DEN new-entry form has no current-DEDR language/form corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 475, entry S²11]",fbbfe0e8a11305656386e0d7044c58826d60db1ca7b4c1e5389b9004ca436c3c
2026-08-19,p475:u012:f002,p475:u012,2,475,S211,DEDS,form,Malto,,engde,to clear away weeds,active,reflex,den2-new:S²11,,unresolved_target,Malto,,,DEN new-entry form has no current-DEDR language/form corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 475, entry S²11]",055b090fd13d99c721d473c4b9e1a011784d6df79bffce56d469b55ab4ee4703
2026-08-19,p475:u013,,2,475,S212,DEDS,record,,,,,,,den2-new:S²12,d821,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 475, entry S²12]",293e9923859f66af8721b9519d376ede547031ffb8212c91feefea356d02b786
2026-08-19,p475:u013:f001,p475:u013,2,475,S212,DEDS,form,Gondi,Ko.,erek,leaf umbrella,active,reflex,den2-new:S²12,d821,installed_form,koya,d821,burrow-emeneau1972den2:p475:u013:f001,DEN new entry resolved by exact language-and-form corroboration; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 475, entry S²12]",bed63327a3e4d77ce1b970a283c804b88571ae5135ea7f6b9cbf71295cf9f550
2026-08-19,p475:u013:f002,p475:u013,2,475,S212,DEDS,form,Gondi,Ma.,reki,leaf umbrella,active,reflex,den2-new:S²12,d821,installed_form,maria,d821,burrow-emeneau1972den2:p475:u013:f002,DEN new entry resolved by exact language-and-form corroboration; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 475, entry S²12]",1e12b7c1dd42f53cedebf024faa69093f5d8a7a58da22cb3baf8c5c97a730ba0
2026-08-19,p475:u013:f003,p475:u013,2,475,S212,DEDS,form,Gondi,G.,reki,leaf hat,active,reflex,den2-new:S²12,d821,installed_form,gommu,d821,burrow-emeneau1972den2:p475:u013:f003,DEN new entry resolved by exact language-and-form corroboration; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 475, entry S²12]",67787fca274f8e6635c2926fdbfdd8782187dd0d0bd2e3b7cfeb114db138320f
2026-08-19,p475:u013:f004,p475:u013,2,475,S212,DEDS,form,Gondi,Elwin,rek,leaf hat,active,reflex,den2-new:S²12,d821,installed_form,Gondi,d821,burrow-emeneau1972den2:p475:u013:f004,DEN new entry resolved by exact language-and-form corroboration; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 475, entry S²12]",964262423c8f216238f0d5203196afd5c2acc490003a013bad741bb105448ab9
2026-08-19,p475:u013:f005,p475:u013,2,475,S212,DEDS,form,Kuwi,F.,jekki,leaf hat (jappi),active,reflex,den2-new:S²12,d821,installed_form,Kuwi,d821,burrow-emeneau1972den2:p475:u013:f005,DEN new entry resolved by exact language-and-form corroboration; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 475, entry S²12]",c203a42a06f51c5b6f9814c9face0a317e856649e62dde81ff3a271823899754
2026-08-19,p475:u014,,2,475,S213,DEDS,record,,,,,,,den2-new:S²13,d919,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 475, entry S²13]",bdb42320a04c6599cc31277e73cf6c318af575d969a69c4818c53511eaf3b524
2026-08-19,p475:u014:f001,p475:u014,2,475,S213,DEDS,form,Tamil,,eṇai,"other, the rest",active,reflex,den2-new:S²13,d919,installed_form,Tamil,d919,burrow-emeneau1972den2:p475:u014:f001,DEN new entry resolved by unique diacritic-insensitive language-and-form plus unique gloss overlap; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'eṇai' reconciled as 'ēṉai',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den2[p. 475, entry S²13]",c1f4eab232baba738fde2feb1db6bc6cae83aaa3020c3915329c3269049c08c5
2026-08-19,p475:u014:f002,p475:u014,2,475,S213,DEDS,form,Brahui,,loḍ,"the other, the other one, the second",active,reflex,den2-new:S²13,d919,unreconciled_transcription,Brahui,d919,,current-DEDR target inherited from the same DEN new-entry segment; agent transcription lacks a unique exact or diacritic-insensitive current-DEDR corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den2[p. 475, entry S²13]",7dcc2ae246ae67bfb5d69ade72bdef9126d2b0a90c9c2334195155515c89f9e2
2026-08-19,p475:u015,,2,475,S214,DEDS,record,,,,,,,den2-new:S²14,d1190,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den2[p. 475, entry S²14]",e4eee67fa0d8613ba2f30d9ac1182b14de25bcdf8e461ad5b8dd37ea1c93f582
